Iteration 78000, loss = 0.240, ber = 0.00977
Iteration 79000, loss = 0.237, ber = 0.00959
Iteration 80000, loss = 0.247, ber = 0.00981
Iteration 81000, loss = 0.243, ber = 0.00985
Iteration 82000, loss = 0.242, ber = 0.00970
Iteration 83000, loss = 0.239, ber = 0.00962
Iteration 84000, loss = 0.242, ber = 0.00967
Iteration 85000, loss = 0.239, ber = 0.00966
Iteration 86000, loss = 0.246, ber = 0.00995
Iteration 87000, loss = 0.235, ber = 0.00944
Iteration 88000, loss = 0.244, ber = 0.00976
Iteration 89000, loss = 0.238, ber = 0.00961
Iteration 90000, loss = 0.239, ber = 0.00987
Iteration 91000, loss = 0.238, ber = 0.00962
Iteration 92000, loss = 0.253, ber = 0.01034
Iteration 93000, loss = 0.243, ber = 0.00976
Iteration 94000, loss = 0.234, ber = 0.00939
Iteration 95000, loss = 0.243, ber = 0.01003
Iteration 96000, loss = 0.239, ber = 0.00950
Iteration 97000, loss = 0.244, ber = 0.00992
Iteration 98000, loss = 0.243, ber = 0.00977
Iteration 99000, loss = 0.244, ber = 0.00975
Iteration 100000, loss = 0.235, ber = 0.00942
Iteration 101000, loss = 0.235, ber = 0.00950
Iteration 102000, loss = 0.242, ber = 0.00975
Iteration 103000, loss = 0.228, ber = 0.00912
Iteration 104000, loss = 0.233, ber = 0.00950
Iteration 105000, loss = 0.250, ber = 0.01026
Iteration 106000, loss = 0.247, ber = 0.00991
Iteration 107000, loss = 0.237, ber = 0.00955
Iteration 108000, loss = 0.235, ber = 0.00957
Iteration 109000, loss = 0.243, ber = 0.00972
Iteration 110000, loss = 0.238, ber = 0.00964
Iteration 111000, loss = 0.238, ber = 0.00967
Iteration 112000, loss = 0.248, ber = 0.01011
Iteration 113000, loss = 0.232, ber = 0.00935
Iteration 114000, loss = 0.234, ber = 0.00938
Iteration 115000, loss = 0.246, ber = 0.01012
Iteration 116000, loss = 0.249, ber = 0.01010
Iteration 117000, loss = 0.244, ber = 0.00998
Iteration 118000, loss = 0.245, ber = 0.00992
Iteration 119000, loss = 0.236, ber = 0.00943
Iteration 120000, loss = 0.243, ber = 0.00973
Iteration 121000, loss = 0.239, ber = 0.00960
Iteration 122000, loss = 0.236, ber = 0.00944
Iteration 123000, loss = 0.241, ber = 0.00963
Iteration 124000, loss = 0.242, ber = 0.00969
Iteration 125000, loss = 0.240, ber = 0.00981
Iteration 126000, loss = 0.245, ber = 0.00989
Iteration 127000, loss = 0.244, ber = 0.00991
Iteration 128000, loss = 0.235, ber = 0.00935
Iteration 129000, loss = 0.238, ber = 0.00960
Iteration 130000, loss = 0.238, ber = 0.00967
Iteration 131000, loss = 0.233, ber = 0.00947
Iteration 132000, loss = 0.241, ber = 0.00980
Iteration 133000, loss = 0.246, ber = 0.00988
Iteration 134000, loss = 0.243, ber = 0.00979
Iteration 135000, loss = 0.232, ber = 0.00942
Iteration 136000, loss = 0.237, ber = 0.00960
Iteration 137000, loss = 0.242, ber = 0.00979
Iteration 138000, loss = 0.240, ber = 0.00974
Iteration 139000, loss = 0.239, ber = 0.00957
Iteration 140000, loss = 0.239, ber = 0.00960
Iteration 141000, loss = 0.248, ber = 0.01009
Iteration 142000, loss = 0.242, ber = 0.00966
Iteration 143000, loss = 0.239, ber = 0.00964
Iteration 144000, loss = 0.247, ber = 0.01010
Iteration 145000, loss = 0.246, ber = 0.01018
Iteration 146000, loss = 0.239, ber = 0.00981
Iteration 147000, loss = 0.236, ber = 0.00961
Iteration 148000, loss = 0.236, ber = 0.00958
Iteration 149000, loss = 0.248, ber = 0.00996
Iteration 150000, loss = 0.242, ber = 0.00985
Iteration 151000, loss = 0.235, ber = 0.00937
Iteration 152000, loss = 0.243, ber = 0.00969
Iteration 153000, loss = 0.245, ber = 0.00999
Iteration 154000, loss = 0.244, ber = 0.00981
